ArchiveYear	CalFireIncident	Counties	Latitude	Longitude	year	month	day	MajorIncident	AdminUnit	CanonicalUrl	ConditionStatement	ControlStatement	CountyIds	Extinguished	FuelType	Location	Name	SearchDescription	SearchKeywords	Started	UniqueId	Updated	Group	Selected
2017.0	False	San Bernardino	34.13534	-117.4982	2017	10	24	False	San Bernardino County Fire and Rancho Cucamonga Fire District	/incidents/2017/10/24/freeway-fire/			36	2018-01-09T13:45:00Z		Interstate 15 and Interstate 210, Rancho Cucamonga	Freeway Fire	The Freeway Fire stared on October 24, 2017 off of Interstate 15 and Interstate 210, Rancho Cucamonga (San Bernardino County). It was contained on October 25.	Interstate 15, Interstate 210, Rancho Cucamonga, san bernardino, vegetation, 19	2017-10-24T10:27:00Z	50bd55cc-7c58-462d-a919-923b4bdcca15	2018-01-09T13:45:00Z	G1	No
2018.0	False	Los Angeles	34.48229	-118.60858	2018	09	22	False	US Forest Service - Angeles National Forest	/incidents/2018/9/22/charlie-fire/			19	2019-01-04T09:03:00Z		Charlie Canyon Rd  and Tapia Canyon Rd, Castaic	Charlie Fire	The Charlie Fire started on September 22 2018 near Charlie Canyon Rd and Tapia Canyon Rd, Castaic (Los Angeles County). It was contained on October 1, 2018 and burned 3,380 acres.	Charlie Fire, Charlie Canyon Road, Tapia Canyon Road, Castaic, Los Angeles County	2018-09-22T14:30:00Z	4fa2e1e0-a920-4991-beb6-3c080b6c1500	2019-01-04T09:03:00Z	G1	No
2017.0	True	Kern	35.37351	-118.84134	2017	06	09	False	Kern County Fire Department	/incidents/2017/6/9/breckenridge-fire/			15	2018-01-09T10:29:00Z		Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield	Breckenridge Fire	The Breckenridge Fire started on June 9, 2017 off of Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield (Kern County) and burned 35 acres.	Breckenridge Rd, Comanche Dr., Bakersfield, Kern County, June 2017	2017-06-09T04:53:00Z	b11adfe0-b74d-4321-b1bd-3fc0b8f0929b	2018-01-09T10:29:00Z	G1	No
2017.0	True	Mariposa	37.36914	-120.0088	2017	06	15	False	CAL FIRE Madera-Mariposa-Merced Unit	/incidents/2017/6/15/westfall-fire/			22	2018-01-09T10:33:00Z		west of  Westfall Road and north of Whiterock Road	Westfall Fire	The Westfall fire started on June 15, 2017 west of W. Westfall Road and north of Whiterock Road in Mariposa County and burned 63 acres.	Westfall Fire, Mariposa County, June 2017,	2017-06-15T07:30:00Z	1dfae538-fd95-4454-865d-3d74e4b56665	2018-01-09T10:33:00Z	G1	No
2016.0	True	Tehama	39.93965	-122.40142	2016	06	21	False	CAL FIRE Tehama-Glenn Unit	/incidents/2016/6/21/paskenta-fire/			52	2016-06-21T13:00:00Z		off Paskenta Rd & Boggs and Chaplin Rd, 18 miles west of Corning	Paskenta Fire	The Paskenta Fire off Paskenta Rd & Boggs and Chaplin Rd, 18 miles west of Corning (Tehama County) burned in June 2016.	Paskenta Fire, Tehama Glenn Unit, TGU, Paskenta, Boggs and Chaplin Road, Corning	2016-06-21T10:26:00Z	b1b2a50c-c131-4be2-9398-8adee38c1c19	2016-06-21T13:00:00Z	G1	No
2013.0	True	San Diego	32.564465	-116.900368	2013	05	22	False	CAL FIRE San Diego Unit	/incidents/2013/5/22/border-fire/			37	2013-05-23T08:30:00Z		Off Alta Rd in the Otay Mesa area	Border Fire	The Border Fire burned in May 2013 off Alta Road in the Otay Mesa area in San Diego County.	Border Fire, May 2013, Alta Road, Otay Mesa, San Diego County	2013-05-22T16:14:00Z	e077e091-f890-477c-b948-eb23774b432e	2013-05-23T08:30:00Z	G1	No
2018.0	True	Ventura	34.30166667	-119.09916667	2018	11	15	False	Ventura County Fire Department	/incidents/2018/11/15/briggs-fire/			56	2019-01-04T08:44:00Z		off Shell Road and Orr Road, Santa Paula	Briggs Fire	The Briggs Fire started November 15, 2018 off Shell Road and Orr Road, Santa Paula (Ventura County)	Briggs Fire, Ventura County, November 15, 2018	2018-11-15T01:39:00Z	c003df4f-d19c-4e21-a90f-81d3f14aaf99	2019-01-04T08:44:00Z	G1	No
2017.0	False	Del Norte	41.478	-123.506	2017	07	19	False	USFS - Six Rivers National Forest	/incidents/2017/7/19/marble-fire/			8	2018-01-09T12:01:00Z		Orleans Rd, Six River National Forest	Marble Fire	The Marble Fire started on July 19, 2017 off Orleans Rd on the Six Rivers National Forest in Del Norte County and burned 319 acres.	Orleans Rd, Six River National Forest, US Forest Service, July 2017	2017-07-19T14:00:00Z	be5275b7-1472-4423-a9c8-0f2491179150	2018-01-09T12:01:00Z	G1	No
2013.0	True	Lake	39.0448	-122.7656	2013	11	23	False	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2013/11/23/bruner-fire/			17	2013-11-24T08:45:00Z		Off Bruner Drive & Al Drive, Clearlake Oaks	Bruner Fire	The Bruner Fire was a 50 acre fire off Bruner Drive & Al Drive in Clearlake Oaks.	Bruner Drive, Al Drive, Clearlake Oaks, Bruner Fire, LNU	2013-11-23T12:04:00Z	3f3e234c-04e1-4941-a79f-23ddc419bf59	2013-11-24T08:45:00Z	G1	No
2016.0	True	Stanislaus	37.17072	-121.42238	2016	06	07	False	CAL FIRE Santa Clara Unit	/incidents/2016/6/7/coe-fire/			50	2016-06-09T17:10:00Z		Henry W. Coe State Park, Del Puerto Canyon, 20 miles west of Gustine (Stanislaus Co.)	Coe Fire	In June, 2016 The Coe Fire burned in the Henry Coe State Park near Gustine.	Coe Fire, Stanislaus County, Henry W. Coe State Park, Del Puerto Canyon, Gustine, June 2016	2016-06-07T16:30:00Z	648cfdd4-f3f5-4faf-8ab1-a6f2cb5d9a6c	2016-06-09T17:10:00Z	G1	No
2018.0	True	Madera	37.14663	-119.91223	2018	06	15	False	CAL FIRE Madera-Mariposa-Merced	/incidents/2018/6/15/raymond-fire/			20	2019-01-04T10:06:00Z		off Road 407 and Road 600, Community of Raymond	Raymond Fire	The Raymond Fire started June 15, 2018 off Road 407 and Road 600, Community of Raymond (Madera County) and burned 60 acres. It was contained on June 15, 2018.	Raymond Fire, June 15, 2018, Madera County	2018-06-15T11:46:00Z	06ccdd6b-fd15-4cba-a9ed-6cb7c70327d9	2019-01-04T10:06:00Z	G1	No
2017.0	True	Humboldt	40.27582	-123.64281	2017	08	03	False	CAL FIRE Humboldt-Del Norte Unit	/incidents/2017/8/3/blocksburg-fire/			12	2018-01-09T12:18:00Z		Off Alderpoint Rd and Cemetery Rd, Blocksburg	Blocksburg Fire	The Blocksburg Fire started on August 3, 2017 off Alderpoint Rd and Cemetery Rd, Blocksburg (Humboldt County) and burned 30 acres.	Alderpoint Rd, Cemetery Rd, Blocksburg, Humboldt County, August 2017	2017-08-03T16:41:00Z	e1582691-805c-4627-b20b-e5e8ba110f20	2018-01-09T12:18:00Z	G1	No
2015.0	False	Alpine	38.598056	-119.751944	2015	06	19	False	US Forest Service - Humboldt - Toiyabe National Forest	/incidents/2015/6/19/washington-fire/			2	2015-06-22T12:05:00Z		south of Markleeville	Washington Fire	The Washington Fire started on June 19, 2015  south of Markleeville, in the Silver Creek Drainage (Alpine County).	Washington Fire, Alpine County, Markleeville, Silver Creek Drainage	2015-06-19T19:00:00Z	470d19d4-384d-497a-9770-cd2e2a3f3196	2015-06-22T12:05:00Z	G1	No
2018.0	True	Merced	37.056944	-121.01638	2018	05	20	False	CAL FIRE Mariposa-Madera-Merced Unit	/incidents/2018/5/20/plaza-fire/			24	2019-01-04T10:24:00Z		off Highway 33 and south of Highway 152	Plaza Fire	The Plaza fire started May 20, 2018 off Highway 33 and south of Highway 152 (Merced County) and burned 88 acres. It was contained on May 20, 2018.	Plaza Fire, May 20, 2018, Merced County	2018-05-20T13:07:00Z	d77a050b-9928-49bf-92de-1159edddd07c	2019-01-04T10:24:00Z	G1	No
2015.0	False	El Dorado	38.776	-120.404	2015	07	23	False	USFS - El Dorado National Forest	/incidents/2015/7/23/kyburz-fire/			9	2015-07-29T14:15:00Z		off Hwy 50 at White Hall Canyon Dr in Kyburz	Kyburz Fire	The Kyburz Fire started on July 23 and burned 75 acres off Hwy 50 at White Hall Canyon Dr on the El Dorado National Forest in El Dorado County.	Kyburz Fire, Hwy 50, White Hall Canyon Dr, El Dorado County	2015-07-23T14:00:00Z	74635a69-f34f-4c6e-9e09-1a32d732bb42	2015-07-29T14:15:00Z	G1	No
2017.0	True	Riverside	33.62613	-117.07975	2017	07	13	False	CALFIRE / Riverside County Fire	/incidents/2017/7/13/washington-fire/			33	2018-01-09T11:54:00Z		Field Drive & Patterson Road, Community of Winchester	Washington Fire	The Washington Fire started on July 13,2017 off Field Drive and Patterson Road in the community of Winchester (Riverside County) and burned 32 acres.	Washington Fire, Riverside County, Winchester, July 2017	2017-07-13T10:28:00Z	bfa2d3e8-2ede-423f-b7db-f8e6f44a3c82	2018-01-09T11:54:00Z	G1	No
2017.0	False	San Bernardino	34.20152	-117.14466	2017	07	22	False	USFS - San Bernardino National Forest	/incidents/2017/7/22/dollar-fire/			36	2018-01-09T12:03:00Z		off Hwy 330 & Old City Creek Rd, southwest of Running Springs	Dollar Fire	The Dollar Fire started on July 22, 2017 off Hwy 330 & Old City Creek Rd, southwest of Running Springs on the San Bernardino National Forest and burned 85 acres.	Running Springs, Hwy 330, Old City Creek Road, July 2017, Dollar Fire, San Bernardino National Forest, US Forest Service	2017-07-22T13:35:00Z	84c8a735-9e8f-4310-84ab-39079ad1ea14	2018-01-09T12:03:00Z	G1	No
2019.0	True	Riverside	33.80493	-117.15738	2019	06	27	False	CAL FIRE/Riverside County Fire Department	/incidents/2019/6/27/nuevo-fire/			33	2019-06-27T17:36:00Z		Nuevo Road and Menifee Road	Nuevo Fire	The Nuevo fire started June 27, 2019 off Nuevo Road and Menifee Road in Riverside County.		2019-06-27T16:14:25Z	c6e38284-336a-4435-a3a1-b2b91ee84a91	2019-06-30T15:51:46.19Z	G1	No
2018.0	True	Riverside	33.53924	-116.10231	2018	05	28	False	CAL FIRE / Riverside County Fire	/incidents/2018/5/28/70th-fire/			33	2019-01-04T10:21:00Z		Highway 86 Expressway and Avenue 70, Thermal	70th Fire	The 70th Fire started on May 28, 2018 at Highway 86 Expressway and Avenue 70, Thermal in Riverside County. The fire burned 3 acres and is 100% contained on May 28, 2018.	70th Fire, May 2018, Riverside County	2018-05-28T07:23:00Z	79dee087-3393-473f-aaa9-5d253cc5e1fa	2019-01-04T10:21:00Z	G1	No
2018.0	False	San Diego	33.0971179	-117.0242529	2018	08	13	False	San Diego Fire-Rescue Department	/incidents/2018/8/13/cloverdale-fire/			37	2019-01-04T09:19:00Z		off San Pasqual Valley Rd, near Escondido.	Cloverdale Fire	The Cloverdale Fire started on August 13th, 2018 off off San Pasqual Rd near Escondido (San Diego County).  This fire was contained on August 16, 2018 and burned 100 acres.	Cloverdale Fire, San Diego County, Unified Command: CAL FIRE San Diego Unit and San Diego Fire-Rescue Department, August 13, 2018.	2018-08-13T14:58:00Z	791a3a00-2c51-4679-b4b7-27cc77ec699d	2019-01-04T09:19:00Z	G1	No
2017.0	True	San Luis Obispo	35.556667	-120.474	2017	05	20	False	CAL FIRE San Luis Obispo Unit	/incidents/2017/5/20/rocky-fire/			40	2018-01-09T10:06:00Z		off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero	Rocky Fire	The Rocky Fire started on May 20, 2017 off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero (San Luis Obispo County) and burned 17 acres.	Rocky Fire, May 2017, off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero,  San Luis Obispo County	2017-05-20T13:11:00Z	fbc11fc4-573b-465f-a9ac-a879ee2cdda2	2018-01-09T10:06:00Z	G1	No
2017.0	False	Los Angeles	34.37443	-118.49343	2017	06	25	False	LA County Fire Department	/incidents/2017/6/25/placerita-fire/			19	2018-01-09T11:08:00Z		Off Hwy 14 & Placerita Canyon Rd, in Santa Clarita	Placerita Fire	The Placerita Fire started on June 25, 2017 off Hwy 14 & Placerita Canyon Rd, in Santa Clarita (Los Angeles County) and burned 760 acres.	Placerita Fire, Highway 14, Placerita Canyon Road, Santa Clarita, Los Angeles County, June 2017	2017-06-25T12:47:00Z	c940ef85-44ce-4684-bce3-7cbbf180cefb	2018-01-09T11:08:00Z	G1	No
2018.0	True	Riverside	33.640051	-117.085354	2018	08	27	False	CAL FIRE / Riverside County Fire	/incidents/2018/8/27/winchester-fire/			33	2019-01-04T09:13:00Z		Hidden Falls Road, Winchester	Winchester Fire	The Winchester Fire started on August 27, 2018 off Hidden Falls Road, Winchester in Riverside County. This fire was contained on August 27, 2018 and burned 36 acres.	Winchester Fire, August 2018, Riverside County	2018-08-27T10:49:00Z	e69be637-e9e9-4964-96ed-4d6a1a1c159d	2019-01-04T09:13:00Z	G1	No
2019.0	False	Modoc	41.909	-120.306	2019	07	17	False	Modoc National Forest	/incidents/2019/7/17/goose-2-fire/	CAL Fire is assisting Modoc National Forest with air and ground resources.		25	2019-07-20T09:05:00Z		Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell	Goose 2 Fire	Goose 2 Fire started on July 17, 2019 Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell in Modoc County.		2019-07-17T16:13:41Z	d5ebf295-49d5-4a6a-ae13-47a921355e19	2019-09-26T14:49:37.977Z	G1	No
2016.0	True	Inyo	36.58972	-118.15589	2016	07	01	False	CAL FIRE San Bernardino Unit	/incidents/2016/7/1/lone-pine-fire/			14	2016-07-02T20:00:00Z		Whitney Portal Rd. and OlivasRanch Rd., 3 miles West of Lone Pine	Lone Pine Fire	The Lone Pine Fire started on July 1, 2016 off of Whitney Portal Rd. and OlivasRanch Rd., 3 miles West of Lone Pine (Inyo County) and burned 30 acres.	Lone Pine Fire, Inyo County, July 1, 2016	2016-07-01T12:56:00Z	6f07d935-7d64-4be8-8e96-d34384686bf8	2016-07-02T20:00:00Z	G1	No
2013.0	True	Tehama	40.012398	-122.079871	2013	07	04	False	CAL FIRE Tehama-Glenn Unit	/incidents/2013/7/4/vina-fire/			52	2013-07-04T10:30:00Z		Tehama-Vina Rd and Sherman Rd, Los Molinos	Vina Fire	The Vina Fire burned in July 2013 off Tehama-Vina Road and Sherman Road, Los Molinos in Tehama County.	Vina Fire, July 2013, Tehama-Vina Road, Sherman Road, Los Molinos, Tehama County	2013-07-04T07:30:00Z	c94959d7-eb88-4724-8feb-ba0662afca10	2013-07-04T10:30:00Z	G1	No
2019.0	True	Riverside	33.849906	-117.461363	2019	11	01	False	CAL FIRE Riverside County Fire Department	/incidents/2019/11/1/sobrante-fire/			33	2019-11-01T08:55:00Z		off of La Sierra Ave and Tin Mine Road,  East of Corona	Sobrante Fire	Sobranta Fire started on November 1, 2019 off of La Sierra Ave and Tin Mine Road,  East of Corona in Riverside County.		2019-11-01T13:04:34Z	305f30f5-622d-4c55-8813-45ffbc15aed0	2019-11-05T08:56:21.49Z	G1	No
2017.0	True	Kern	35.77896	-118.89627	2017	07	07	False	Kern County Fire Department	/incidents/2017/7/7/hawk-fire/			15	2018-01-09T11:46:00Z		Hwy 155, north of Bakersfield	Hawk Fire	The Hawk Fire started on June 7, 2017 off Hwy 155, north of Bakersfield (Kern County) and burned 2,940 acres.	Hawk Fire, Kern County, Highway 155, north of Bakersfield, July 2017	2017-07-07T09:18:00Z	1652d79a-f4fc-4151-a0d1-1b7366730f47	2018-01-09T11:46:00Z	G1	No
2018.0	True	Santa Clara	37.22545	-121.79189	2018	07	10	False	Unitied Command: CAL FIRE & San Jose City Fire Department	/incidents/2018/7/10/curie-fire/			43	2019-01-04T09:50:00Z		Curie Dr and San Ignacio Ave, southeast of San Jose	Curie Fire	The Curie Fire started on July 10, 2018 at Curie Dr. and San Ignacio Ave., 10 miles SE of San Jose in Santa Clara County. The fire was contained on July 11 and burned 56 acres.	Curie Fire, July 2018, Santa Clara County	2018-07-10T15:08:00Z	01018620-8f10-4de0-a7e6-78cc9a77cc9a	2019-01-04T09:50:00Z	G1	No
2018.0	False	Fresno	36.938674	-119.3127769	2018	10	02	False	Sierra National Forest	/incidents/2018/10/2/eagle-fire/			10	2019-01-04T09:47:00Z		Bobs Flat Trail, 3 miles north of Trimmer	Eagle Fire	The Eagle Fire started on October 2, 2018 off Bobs Flat Trail, 3 miles north of Trimmer in the Sierra National Forest.	Eagle Fire, October 02, 2018. Sierra National Forest.	2018-10-02T15:45:00Z	8c4b830f-be4f-4469-9448-f0e98ea1d189	2019-01-04T09:47:00Z	G1	No
2016.0	False	Alpine	38.57554	-120.00606	2016	08	18	False	Stanislaus National Forest	/incidents/2016/8/18/mokelumne-fire/			2	2016-08-30T12:05:00Z		Mokelumne Wilderness	Mokelumne Fire	The Mokelumne Fire started on August 18, 2016 in the Mokelumne Wilderness (Alpine County)	"Mokelumne Fire, Alpine County, August 18, 2016


261"	2016-08-18T12:05:00Z	5823867d-c458-4673-858f-0ded99b6121f	2016-08-30T12:05:00Z	G1	No
2017.0	True	Alameda	37.7393	-121.85663	2017	10	17	False	CAL FIRE Santa Clara Unit	/incidents/2017/10/17/fallon-fire/			1	2018-01-09T13:41:00Z		off Fallon Road 3 miles East of Dublin	Fallon Fire	The Fallon Fire started on October 17, 2017 off Fallon Road 3 miles East of Dublin (Alameda County)	23, Fallon, Grass, Vegetation, October, 2017, Fallon Road, Dublin, Alameda County	2017-10-17T14:00:00Z	e8c7f247-bc31-4e5b-bf71-fe903366d9e5	2018-01-09T13:41:00Z	G1	No
2018.0	True	Tehama	39.80827	-122.3307	2018	06	03	False	CAL Fire Tehama Glenn Unit	/incidents/2018/6/3/black-fire/			52	2019-01-04T10:18:00Z		Black Butte Lake and Newville Road west of Orland	Black Fire	The Black Fire started June 3 2018 near Black Butte Lake and Newville Road west of Orland (Tehama County). is 100% contained at 10 acres on June 3 2018.	Black Fire, Black Butte Lake, Newville Road, Orland, Tehama County, June 2018	2018-06-03T08:55:00Z	2d27a570-a8b0-4332-a40a-3afb8f2a575c	2019-01-04T10:18:00Z	G1	No
2018.0	False	Plumas	39.996944	-121.27	2018	08	07	False	USFS Plumas National Forest	/incidents/2018/8/7/murphy-fire/			32	2019-01-04T09:22:00Z		off Hwy 70 near Chips Creek, west of Belden	Murphy Fire	The Murphy Fire started August 7, 2018 off Hwy 70 near Chips Creek, west of Belden (Plumas County) and burned 117 acres.	Murphy Fire, August 7, 2018, Plumas County	2018-08-07T02:11:00Z	b9f703f7-18bb-4845-a480-ce7d63b5f57a	2019-01-04T09:22:00Z	G1	No
2015.0	False	Los Angeles	34.367	-117.683	2015	07	17	False	USFS - Angeles National Forest	/incidents/2015/7/17/pines-fire/			19	2015-08-04T08:15:00Z		Angeles Crest Highway (Hwy 2) north of Wrightwood and near Big Pines	Pines Fire	The Pines Fire started on July 17 off Angeles Crest Highway (Hwy 2) north of Wrightwood and near Big Pines on the Angeles National Forest in Los Angeles County and burned 200 acres.	Pines Fire,Crest Highway, Wrightwood, Big Pine, Angeles National Forest,	2015-07-17T21:30:00Z	0c9948a7-98ad-4b42-888e-a7c2a4f536fa	2015-08-04T08:15:00Z	G1	No
2017.0	False	Trinity	40.79902	-123.39253	2017	08	02	False	Shasta-Trinity National Forest	/incidents/2017/8/2/sandy-fire/			53	2018-01-09T12:17:00Z		Sandy Bar, Hwy 299, 4 miles east of Burnt Ranch	Sandy Fire	Sandy Fire started on August 2, 2017 off Sandy Bar, Hwy 299, 4 miles east of Burnt Ranch (Trinity County) and burned 32 acres.	Sandy Fire, Trinity County, August 2, 2017, Burnt Ranch, Hwy 299	2017-08-02T08:30:00Z	5367822f-b489-4da5-b90e-c5b2c8abf318	2018-01-09T12:17:00Z	G1	No
2016.0	False	Tulare	35.84883	-118.08591	2016	06	01	False	Bureau of Land Management	/incidents/2016/6/1/chimney-fire/			54	2016-06-19T18:00:00Z		15 miles northeast of Kernville	Chimney Fire	The Chimney Fire started on June 1, 2016 just 15 miles northeast of Kernville (Tulare County) and burned 1,324 acres.	Kernville, BLM, 2016, June 2016, Chimney Fire, ChimneyFire,	2016-06-01T15:35:00Z	6afa1ccf-e1b6-492b-bcaa-9189cd3487aa	2016-06-19T18:00:00Z	G1	No
2019.0	False	Siskiyou	41.838	-122.845	2019	07	27	False	Klamath National Forest	/incidents/2019/7/27/community-fire/		Not a CAL FIRE Incident. Please contact the Klamath National Forest for more information.	47			Hwy 96 near the Klamath River Community Hall	Community Fire			2019-07-27T10:15:00Z	ee681e0b-54a3-48ad-900c-8037eeb88159	2019-10-02T16:07:40.113Z	G1	No
2019.0	True	Lake	38.88913	-122.604425	2019	10	17	False	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2019/10/17/grove-fire/	Evacuations have been lifted for the areas north of Spruce Grove Rd and south of Noble Ranch Rd, Hwy 29 is closed in the area.		17			Hwy 29 and Spruce Grove Road in Lake County	Grove Fire	The Grove Fire started on October 17, 2019 off  Hwy 29 and Spruce Grove Road in Lake County.		2019-10-17T20:06:00Z	df7805d1-682e-4a3d-b917-1bbab5e078ef	2020-01-10T16:11:49.533Z	G1	No
2017.0	False	Ventura	34.20599	-118.98603	2017	07	04	False	Ventura County Fire Department	/incidents/2017/7/4/grade-fire/			56	2018-01-09T11:43:00Z		off Hwy 101 & Camarillo Springs Rd, Camarillo Springs	Grade Fire	The Grade Fire started on July 4, 2017 off Hwy 101 & Camarillo Springs Rd, Camarillo Springs (Ventura County) and burned 50 acres.	Grade Fire, Hwy 101, Camarillo Springs Rd, Camarillo Springs, Ventura County, July 2017	2017-07-04T14:45:00Z	f6970f10-0498-4f4c-8e0c-d4b7e4fbf888	2018-01-09T11:43:00Z	G1	No
